,change,changeOverTime,changePercent,close,date,high,label,low,open,unadjustedVolume,volume,vwap
0,-0.098646,0.0,-0.29,33.9739,2018-01-08,34.26,"Jan 8, 18",33.8358,34.1219,4440796,4440796,34.0516
1,0.20715799999999998,0.0060987993724590005,0.61,34.1811,2018-01-09,34.5362,"Jan 9, 18",33.9092,34.0232,3595249,3595249,34.2674
2,-0.9667389999999999,-0.022358339784363003,-2.8280000000000003,33.2143,2018-01-10,34.0527,"Jan 10, 18",33.13,33.9542,5004645,5004645,33.3718
3,0.8384969999999999,0.002322370996559,2.525,34.0528,2018-01-11,34.0726,"Jan 11, 18",33.4905,33.5201,4285478,4285478,33.8877
4,-0.039459,0.0011626572162740001,-0.116,34.0134,2018-01-12,34.1317,"Jan 12, 18",33.7668,34.1317,2468867,2468867,33.9698
5,-0.710255,-0.019744568624738,-2.088,33.3031,2018-01-16,34.2403,"Jan 16, 18",33.2834,34.1317,3074991,3074991,33.6436
6,0.631339,-0.001159713780284,1.896,33.9345,2018-01-17,33.9838,"Jan 17, 18",33.4018,33.5892,2407611,2407611,33.7847
7,-0.24661699999999998,-0.008421170369018,-0.727,33.6878,2018-01-18,34.457300000000004,"Jan 18, 18",33.6385,34.3685,3070633,3070633,33.9941
8,0.44391,0.004644741993118,1.318,34.1317,2018-01-19,34.1317,"Jan 19, 18",33.6286,33.8851,3242940,3242940,33.9512
9,0.5425559999999999,0.020615825677946002,1.5899999999999999,34.6743,2018-01-22,34.7138,"Jan 22, 18",34.0331,34.1416,3933412,3933412,34.5002
10,-0.217022,0.014228569578411001,-0.626,34.457300000000004,2018-01-23,34.7335,"Jan 23, 18",33.9887,34.6743,3638019,3638019,34.324
11,-0.118376,0.010743541365577002,-0.34400000000000003,34.3389,2018-01-24,34.6644,"Jan 24, 18",33.9936,34.477,4339182,4339182,34.272
12,-0.5425559999999999,-0.0052275423192500005,-1.58,33.7963,2018-01-25,34.4178,"Jan 25, 18",32.9184,34.408,5917851,5917851,33.5504
13,0.25648000000000004,0.002322370996559,0.759,34.0528,2018-01-26,34.3636,"Jan 26, 18",33.5201,34.0134,7041837,7041837,33.948
14,-1.0752,-0.029325452774041003,-3.158,32.9776,2018-01-29,33.895,"Jan 29, 18",32.6027,33.8555,11110242,11110242,33.1016
15,-0.700391,-0.049941278451988,-2.124,32.2772,2018-01-30,32.4942,"Jan 30, 18",31.1428,32.3265,12480994,12480994,31.9629
16,-0.877954,-0.075784646449185,-2.7199999999999998,31.3992,2018-01-31,33.2933,"Jan 31, 18",31.34,32.8,8197120,8197120,31.9907
17,-0.36499299999999996,-0.08652818781476301,-1.162,31.0342,2018-02-01,31.7248,"Feb 1, 18",30.7679,31.0638,6764479,6764479,31.2056
18,-0.749714,-0.108595127436061,-2.416,30.2845,2018-02-02,30.906,"Feb 2, 18",30.0971,30.7186,5958311,5958311,30.454
19,-1.3317,-0.147792864522471,-4.397,28.9528,2018-02-05,30.6594,"Feb 5, 18",28.7555,29.9689,8708221,8708221,29.5742
20,0.7990389999999999,-0.12427481095782301,2.76,29.7518,2018-02-06,29.9491,"Feb 6, 18",27.9466,28.1439,6148904,6148904,29.3084
