,change,changeOverTime,changePercent,close,date,high,label,low,open,unadjustedVolume,volume,vwap
0,1.1732,0.0,1.937,61.738,2018-01-08,61.8149,"Jan 8, 18",60.3436,60.4974,3473944,3473944,61.3992
1,-0.653922,-0.010593151705594,-1.059,61.084,2018-01-09,61.8726,"Jan 9, 18",60.7859,61.7476,5086104,5086104,61.3452
2,-0.653922,-0.021184683663221,-1.071,60.4301,2018-01-10,61.2667,"Jan 10, 18",60.1128,61.1706,3587148,3587148,60.7121
3,-0.5000600000000001,-0.029283423499303,-0.8280000000000001,59.9301,2018-01-11,60.9879,"Jan 11, 18",59.6223,60.7475,2945423,2945423,60.0376
4,-0.865485,-0.04330234215556,-1.444,59.0646,2018-01-12,60.4686,"Jan 12, 18",58.9011,59.757,3170664,3170664,59.4201
5,-0.086547,-0.044705043895169,-0.147,58.978,2018-01-16,59.43,"Jan 16, 18",58.3145,59.1511,5043850,5043850,58.9615
6,0.365426,-0.038786484822961,0.62,59.3434,2018-01-17,59.5839,"Jan 17, 18",58.8242,59.2377,3045456,3045456,59.3228
7,0.201946,-0.035514593929184005,0.34,59.5454,2018-01-18,60.2378,"Jan 18, 18",59.228,59.305,3358988,3358988,59.6595
8,0.19233000000000003,-0.032399818588227006,0.323,59.7377,2018-01-19,60.1897,"Jan 19, 18",59.0838,59.4973,3222289,3222289,59.7585
9,0.019233,-0.032087207230554,0.032,59.757,2018-01-22,60.1801,"Jan 22, 18",59.43,59.9589,2595179,2595179,59.7426
10,-0.096164,-0.033645404775016,-0.161,59.6608,2018-01-23,60.3436,"Jan 23, 18",59.4685,59.7858,2948751,2948751,59.8575
11,-0.326961,-0.038941980627814,-0.548,59.3338,2018-01-24,59.7473,"Jan 24, 18",59.1607,59.7377,3296099,3296099,59.3663
12,0.6827719999999999,-0.027882341507661,1.151,60.0166,2018-01-25,60.0839,"Jan 25, 18",59.2665,59.3338,2682837,2682837,59.8056
13,0.048082,-0.02710324273543,0.08,60.0647,2018-01-26,60.4301,"Jan 26, 18",59.2184,60.3339,2638257,2638257,59.7671
14,-0.048082,-0.027882341507661,-0.08,60.0166,2018-01-29,61.0552,"Jan 29, 18",59.5262,59.7858,3377356,3377356,60.0823
15,0.086548,-0.026481259516019002,0.14400000000000002,60.1031,2018-01-30,60.5647,"Jan 30, 18",59.8147,60.007,2668036,2668036,60.1716
16,0.02885,-0.026013152353493003,0.048,60.132,2018-01-31,60.4493,"Jan 31, 18",58.9299,60.1224,8259686,8259686,59.9586
17,-0.7597039999999999,-0.038318377660435006,-1.263,59.3723,2018-02-01,64.9691,"Feb 1, 18",59.1704,60.0551,8274442,8274442,60.7363
18,-0.134631,-0.040498558424309,-0.227,59.2377,2018-02-02,59.5742,"Feb 2, 18",58.8145,59.103,4418230,4418230,59.1334
19,-1.0482,-0.057476756616670004,-1.7690000000000001,58.1895,2018-02-05,59.5839,"Feb 5, 18",58.0164,59.0838,5521031,5521031,58.8895
20,-0.144248,-0.059814052933363004,-0.248,58.0452,2018-02-06,58.478,"Feb 6, 18",56.5066,57.6125,4053804,4053804,57.6224
21,-0.644304,-0.070250089086138,-1.11,57.4009,2018-02-07,58.6318,"Feb 7, 18",57.2663,57.8337,3077462,3077462,57.8577
22,-1.5579,-0.0954841426674,-2.714,55.843,2018-02-08,57.3336,"Feb 8, 18",55.8046,57.2182,3765726,3765726,56.7005
23,0.8366359999999999,-0.081931711425702,1.498,56.6797,2018-02-09,57.0066,"Feb 9, 18",55.4199,56.2373,4457682,4457682,56.2218
24,1.077,-0.064487025818782,1.9,57.7567,2018-02-12,58.0645,"Feb 12, 18",56.4393,56.7855,2853644,2853644,57.5725
25,0.105781,-0.06277333246946701,0.183,57.8625,2018-02-13,58.1029,"Feb 13, 18",57.1028,57.3721,2338888,2338888,57.6779
26,-0.894334,-0.077258738540283,-1.546,56.9682,2018-02-14,57.7183,"Feb 14, 18",56.9009,57.5259,2033381,2033381,57.2663
27,0.817403,-0.064018918656257,1.435,57.7856,2018-02-15,57.8144,"Feb 15, 18",56.9201,57.4394,2878674,2878674,57.4823
28,0.9231849999999999,-0.04906540542291601,1.5979999999999999,58.7088,2018-02-16,59.0165,"Feb 16, 18",57.7375,57.7375,4010051,4010051,58.6781
29,-0.711622,-0.060593151705594005,-1.212,57.9971,2018-02-20,58.5837,"Feb 20, 18",57.5644,58.478,2635617,2635617,57.9755
30,-1.1732,-0.079596034856976,-2.023,56.8239,2018-02-21,58.3241,"Feb 21, 18",56.7855,58.0356,3382567,3382567,57.3915
31,0.625072,-0.06947099031390701,1.1,57.449,2018-02-22,57.8817,"Feb 22, 18",56.6124,57.0547,2882467,2882467,57.5005
32,2.3368,-0.031620719815996005,4.068,59.7858,2018-02-23,60.1608,"Feb 23, 18",58.5655,59.6223,3884370,3884370,59.4628
33,-0.5289079999999999,-0.040187566814603004,-0.885,59.2569,2018-02-26,59.7762,"Feb 26, 18",58.9444,59.6896,2902955,2902955,59.3279
34,-0.7404700000000001,-0.05218180051184,-1.25,58.5164,2018-02-27,60.2185,"Feb 27, 18",58.5068,59.228,3497726,3497726,59.0833
35,-0.250029,-0.056231170429881,-0.427,58.2664,2018-02-28,58.9973,"Feb 28, 18",58.0356,58.7761,3906195,3906195,58.4213
36,0.182713,-0.05327189089377601,0.314,58.4491,2018-03-01,59.2761,"Mar 1, 18",57.9394,58.3241,3417127,3417127,58.5258
37,-1.1444,-0.0718082866306,-1.9580000000000002,57.3047,2018-03-02,58.9492,"Mar 2, 18",56.7758,58.3818,3112932,3112932,57.3788
38,1.0386,-0.054985584243091,1.812,58.3433,2018-03-05,58.5068,"Mar 5, 18",56.8528,57.1317,2790683,2790683,58.0539
39,-0.576989,-0.06433153001392901,-0.989,57.7663,2018-03-06,58.2856,"Mar 6, 18",57.1797,58.1702,2319709,2319709,57.5788
40,-0.9231849999999999,-0.07928342349930301,-1.5979999999999999,56.8432,2018-03-07,58.3049,"Mar 7, 18",56.545,57.901,2400438,2400438,57.0459
41,0.43274199999999996,-0.072274774045158,0.761,57.2759,2018-03-08,57.5548,"Mar 8, 18",56.6316,56.7566,1715998,1715998,57.2133
42,-0.173096,-0.07507855777640901,-0.302,57.1028,2018-03-09,57.324,"Mar 9, 18",56.6797,57.2278,2594540,2594540,57.025
43,0.788553,-0.062305225306942005,1.381,57.8914,2018-03-12,58.0837,"Mar 12, 18",56.9874,57.0066,2155800,2155800,57.8325
44,1.7887,-0.033334413165311,3.09,59.68,2018-03-13,60.5263,"Mar 13, 18",56.8528,57.6029,5551073,5551073,59.0615
